email,name,attribs
mairie@nantua.fr,NANTUA,"{""nom_commune"": ""NANTUA"", ""departement_numero"": ""1"", ""zipcode"": ""01130"", ""population_commune"": ""3651"", ""code_insee"": ""1269"", ""city"": ""NANTUA"", ""state"": ""AIN""}"
contact@neuvillelesdames01.fr,NEUVILLE-LES-DAMES,"{""nom_commune"": ""NEUVILLE-LES-DAMES"", ""departement_numero"": ""1"", ""zipcode"": ""01400"", ""population_commune"": ""1497"", ""code_insee"": ""1272"", ""city"": ""NEUVILLE-LES-DAMES"", ""state"": ""AIN""}"
mairie@neuvillesurain.fr,NEUVILLE-SUR-AIN,"{""nom_commune"": ""NEUVILLE-SUR-AIN"", ""departement_numero"": ""1"", ""zipcode"": ""01160"", ""population_commune"": ""1592"", ""code_insee"": ""1273"", ""city"": ""NEUVILLE-SUR-AIN"", ""state"": ""AIN""}"
mairielesneyrolles@wanadoo.fr,LES NEYROLLES,"{""nom_commune"": ""LES NEYROLLES"", ""departement_numero"": ""1"", ""zipcode"": ""01130"", ""population_commune"": ""632"", ""code_insee"": ""1274"", ""city"": ""LES NEYROLLES"", ""state"": ""AIN""}"
mairie@mairie-neyron.fr,NEYRON,"{""nom_commune"": ""NEYRON"", ""departement_numero"": ""1"", ""zipcode"": ""01700"", ""population_commune"": ""2489"", ""code_insee"": ""1275"", ""city"": ""NEYRON"", ""state"": ""AIN""}"
mairie@ville-nievroz.fr,NIÉVROZ,"{""nom_commune"": ""NIÉVROZ"", ""departement_numero"": ""1"", ""zipcode"": ""01120"", ""population_commune"": ""1495"", ""code_insee"": ""1276"", ""city"": ""NIÉVROZ"", ""state"": ""AIN""}"
mairie.nivollet.montgriffon607@orange.fr,NIVOLLET-MONTGRIFFON,"{""nom_commune"": ""NIVOLLET-MONTGRIFFON"", ""departement_numero"": ""1"", ""zipcode"": ""01230"", ""population_commune"": ""135"", ""code_insee"": ""1277"", ""city"": ""NIVOLLET-MONTGRIFFON"", ""state"": ""AIN""}"
mairie.oncieu@outlook.fr,ONCIEU,"{""nom_commune"": ""ONCIEU"", ""departement_numero"": ""1"", ""zipcode"": ""01230"", ""population_commune"": ""93"", ""code_insee"": ""1279"", ""city"": ""ONCIEU"", ""state"": ""AIN""}"
mairie-ordonnaz@orange.fr,ORDONNAZ,"{""nom_commune"": ""ORDONNAZ"", ""departement_numero"": ""1"", ""zipcode"": ""01510"", ""population_commune"": ""147"", ""code_insee"": ""1280"", ""city"": ""ORDONNAZ"", ""state"": ""AIN""}"
mairie@ornex.fr,ORNEX,"{""nom_commune"": ""ORNEX"", ""departement_numero"": ""1"", ""zipcode"": ""01210"", ""population_commune"": ""3779"", ""code_insee"": ""1281"", ""city"": ""ORNEX"", ""state"": ""AIN""}"
mairie@mail-outriaz.fr,OUTRIAZ,"{""nom_commune"": ""OUTRIAZ"", ""departement_numero"": ""1"", ""zipcode"": ""01430"", ""population_commune"": ""252"", ""code_insee"": ""1282"", ""city"": ""OUTRIAZ"", ""state"": ""AIN""}"
administration.generale@oyonnax.fr,OYONNAX,"{""nom_commune"": ""OYONNAX"", ""departement_numero"": ""1"", ""zipcode"": ""01100"", ""population_commune"": ""22459"", ""code_insee"": ""1283"", ""city"": ""OYONNAX"", ""state"": ""AIN""}"
mairie.ozan@gmail.com,OZAN,"{""nom_commune"": ""OZAN"", ""departement_numero"": ""1"", ""zipcode"": ""01190"", ""population_commune"": ""625"", ""code_insee"": ""1284"", ""city"": ""OZAN"", ""state"": ""AIN""}"
contact@parcieux.fr,PARCIEUX,"{""nom_commune"": ""PARCIEUX"", ""departement_numero"": ""1"", ""zipcode"": ""01600"", ""population_commune"": ""1109"", ""code_insee"": ""1285"", ""city"": ""PARCIEUX"", ""state"": ""AIN""}"
accueil@mairieperon.fr,PÉRON,"{""nom_commune"": ""PÉRON"", ""departement_numero"": ""1"", ""zipcode"": ""01630"", ""population_commune"": ""2254"", ""code_insee"": ""1288"", ""city"": ""PÉRON"", ""state"": ""AIN""}"
info@peronnas.fr,PÉRONNAS,"{""nom_commune"": ""PÉRONNAS"", ""departement_numero"": ""1"", ""zipcode"": ""01960"", ""population_commune"": ""6053"", ""code_insee"": ""1289"", ""city"": ""PÉRONNAS"", ""state"": ""AIN""}"
mairie.perouges@wanadoo.fr,PÉROUGES,"{""nom_commune"": ""PÉROUGES"", ""departement_numero"": ""1"", ""zipcode"": ""01800"", ""population_commune"": ""1203"", ""code_insee"": ""1290"", ""city"": ""PÉROUGES"", ""state"": ""AIN""}"
mairie@perrex.fr,PERREX,"{""nom_commune"": ""PERREX"", ""departement_numero"": ""1"", ""zipcode"": ""01540"", ""population_commune"": ""810"", ""code_insee"": ""1291"", ""city"": ""PERREX"", ""state"": ""AIN""}"
mairie.peyriat@wanadoo.fr,PEYRIAT,"{""nom_commune"": ""PEYRIAT"", ""departement_numero"": ""1"", ""zipcode"": ""01430"", ""population_commune"": ""172"", ""code_insee"": ""1293"", ""city"": ""PEYRIAT"", ""state"": ""AIN""}"
communedepeyrieu@orange.fr,PEYRIEU,"{""nom_commune"": ""PEYRIEU"", ""departement_numero"": ""1"", ""zipcode"": ""01300"", ""population_commune"": ""834"", ""code_insee"": ""1294"", ""city"": ""PEYRIEU"", ""state"": ""AIN""}"
mairie.peyzieux@wanadoo.fr,PEYZIEUX-SUR-SAÔNE,"{""nom_commune"": ""PEYZIEUX-SUR-SAÔNE"", ""departement_numero"": ""1"", ""zipcode"": ""01140"", ""population_commune"": ""517"", ""code_insee"": ""1295"", ""city"": ""PEYZIEUX-SUR-SAÔNE"", ""state"": ""AIN""}"
mairie.pirajoux@wanadoo.fr,PIRAJOUX,"{""nom_commune"": ""PIRAJOUX"", ""departement_numero"": ""1"", ""zipcode"": ""01270"", ""population_commune"": ""375"", ""code_insee"": ""1296"", ""city"": ""PIRAJOUX"", ""state"": ""AIN""}"
ville-pizay@wanadoo.fr,PIZAY,"{""nom_commune"": ""PIZAY"", ""departement_numero"": ""1"", ""zipcode"": ""01120"", ""population_commune"": ""780"", ""code_insee"": ""1297"", ""city"": ""PIZAY"", ""state"": ""AIN""}"
commune.plagne@orange.fr,PLAGNE,"{""nom_commune"": ""PLAGNE"", ""departement_numero"": ""1"", ""zipcode"": ""01130"", ""population_commune"": ""139"", ""code_insee"": ""1298"", ""city"": ""PLAGNE"", ""state"": ""AIN""}"
mairie.plagne@wanadoo.fr,PLAGNE,"{""nom_commune"": ""PLAGNE"", ""departement_numero"": ""31"", ""zipcode"": ""31220"", ""population_commune"": ""139"", ""code_insee"": ""1298"", ""city"": ""PLAGNE"", ""state"": ""AIN""}"
commune-du-plantay@orange.fr,LE PLANTAY,"{""nom_commune"": ""LE PLANTAY"", ""departement_numero"": ""1"", ""zipcode"": ""01330"", ""population_commune"": ""536"", ""code_insee"": ""1299"", ""city"": ""LE PLANTAY"", ""state"": ""AIN""}"
accueil@polliat.fr,POLLIAT,"{""nom_commune"": ""POLLIAT"", ""departement_numero"": ""1"", ""zipcode"": ""01310"", ""population_commune"": ""2388"", ""code_insee"": ""1301"", ""city"": ""POLLIAT"", ""state"": ""AIN""}"
mairie@pollieu.fr,POLLIEU,"{""nom_commune"": ""POLLIEU"", ""departement_numero"": ""1"", ""zipcode"": ""01350"", ""population_commune"": ""155"", ""code_insee"": ""1302"", ""city"": ""POLLIEU"", ""state"": ""AIN""}"
mairie@poncin.fr,PONCIN,"{""nom_commune"": ""PONCIN"", ""departement_numero"": ""1"", ""zipcode"": ""01450"", ""population_commune"": ""1665"", ""code_insee"": ""1303"", ""city"": ""PONCIN"", ""state"": ""AIN""}"
mairie@pontdain.fr,PONT-D'AIN,"{""nom_commune"": ""PONT-D'AIN"", ""departement_numero"": ""1"", ""zipcode"": ""01160"", ""population_commune"": ""2636"", ""code_insee"": ""1304"", ""city"": ""PONT-D'AIN"", ""state"": ""AIN""}"
mairie.pont-de-vaux@wanadoo.fr,PONT-DE-VAUX,"{""nom_commune"": ""PONT-DE-VAUX"", ""departement_numero"": ""1"", ""zipcode"": ""01190"", ""population_commune"": ""2219"", ""code_insee"": ""1305"", ""city"": ""PONT-DE-VAUX"", ""state"": ""AIN""}"
mairie@pont-de-veyle.fr,PONT-DE-VEYLE,"{""nom_commune"": ""PONT-DE-VEYLE"", ""departement_numero"": ""1"", ""zipcode"": ""01290"", ""population_commune"": ""1597"", ""code_insee"": ""1306"", ""city"": ""PONT-DE-VEYLE"", ""state"": ""AIN""}"
mairie@mairie-port.fr,PORT,"{""nom_commune"": ""PORT"", ""departement_numero"": ""1"", ""zipcode"": ""01460"", ""population_commune"": ""867"", ""code_insee"": ""1307"", ""city"": ""PORT"", ""state"": ""AIN""}"
pougny@pougny01.com,POUGNY,"{""nom_commune"": ""POUGNY"", ""departement_numero"": ""1"", ""zipcode"": ""01550"", ""population_commune"": ""808"", ""code_insee"": ""1308"", ""city"": ""POUGNY"", ""state"": ""AIN""}"
mairie.pougny@wanadoo.fr,POUGNY,"{""nom_commune"": ""POUGNY"", ""departement_numero"": ""58"", ""zipcode"": ""58200"", ""population_commune"": ""808"", ""code_insee"": ""1308"", ""city"": ""POUGNY"", ""state"": ""AIN""}"
mairie.pouillat@luxinet.fr,POUILLAT,"{""nom_commune"": ""POUILLAT"", ""departement_numero"": ""1"", ""zipcode"": ""01250"", ""population_commune"": ""90"", ""code_insee"": ""1309"", ""city"": ""POUILLAT"", ""state"": ""AIN""}"
mairie@premeyzel.fr,PRÉMEYZEL,"{""nom_commune"": ""PRÉMEYZEL"", ""departement_numero"": ""1"", ""zipcode"": ""01300"", ""population_commune"": ""224"", ""code_insee"": ""1310"", ""city"": ""PRÉMEYZEL"", ""state"": ""AIN""}"
mairie.premillieu01@orange.fr,PRÉMILLIEU,"{""nom_commune"": ""PRÉMILLIEU"", ""departement_numero"": ""1"", ""zipcode"": ""01110"", ""population_commune"": ""39"", ""code_insee"": ""1311"", ""city"": ""PRÉMILLIEU"", ""state"": ""AIN""}"
mairie@prevessin-moens.fr,PRÉVESSIN-MOËNS,"{""nom_commune"": ""PRÉVESSIN-MOËNS"", ""departement_numero"": ""1"", ""zipcode"": ""01280"", ""population_commune"": ""6806"", ""code_insee"": ""1313"", ""city"": ""PRÉVESSIN-MOËNS"", ""state"": ""AIN""}"
secretariat@priay.com,PRIAY,"{""nom_commune"": ""PRIAY"", ""departement_numero"": ""1"", ""zipcode"": ""01160"", ""population_commune"": ""1521"", ""code_insee"": ""1314"", ""city"": ""PRIAY"", ""state"": ""AIN""}"
mairie@ramasse.fr,RAMASSE,"{""nom_commune"": ""RAMASSE"", ""departement_numero"": ""1"", ""zipcode"": ""01250"", ""population_commune"": ""254"", ""code_insee"": ""1317"", ""city"": ""RAMASSE"", ""state"": ""AIN""}"
mairie.rance.01@adeli.biz,RANCÉ,"{""nom_commune"": ""RANCÉ"", ""departement_numero"": ""1"", ""zipcode"": ""01390"", ""population_commune"": ""649"", ""code_insee"": ""1318"", ""city"": ""RANCÉ"", ""state"": ""AIN""}"
mairie-relevant@orange.fr,RELEVANT,"{""nom_commune"": ""RELEVANT"", ""departement_numero"": ""1"", ""zipcode"": ""01990"", ""population_commune"": ""473"", ""code_insee"": ""1319"", ""city"": ""RELEVANT"", ""state"": ""AIN""}"
secretariat@replonges.fr,REPLONGES,"{""nom_commune"": ""REPLONGES"", ""departement_numero"": ""1"", ""zipcode"": ""01750"", ""population_commune"": ""3601"", ""code_insee"": ""1320"", ""city"": ""REPLONGES"", ""state"": ""AIN""}"
mairierevonnas@gmail.com,REVONNAS,"{""nom_commune"": ""REVONNAS"", ""departement_numero"": ""1"", ""zipcode"": ""01250"", ""population_commune"": ""830"", ""code_insee"": ""1321"", ""city"": ""REVONNAS"", ""state"": ""AIN""}"
accueil@reyrieux.fr,REYRIEUX,"{""nom_commune"": ""REYRIEUX"", ""departement_numero"": ""1"", ""zipcode"": ""01600"", ""population_commune"": ""4202"", ""code_insee"": ""1322"", ""city"": ""REYRIEUX"", ""state"": ""AIN""}"
mairie-reyssouze@wanadoo.fr,REYSSOUZE,"{""nom_commune"": ""REYSSOUZE"", ""departement_numero"": ""1"", ""zipcode"": ""01190"", ""population_commune"": ""954"", ""code_insee"": ""1323"", ""city"": ""REYSSOUZE"", ""state"": ""AIN""}"
mairie@rignieuxlefranc.com,RIGNIEUX-LE-FRANC,"{""nom_commune"": ""RIGNIEUX-LE-FRANC"", ""departement_numero"": ""1"", ""zipcode"": ""01800"", ""population_commune"": ""953"", ""code_insee"": ""1325"", ""city"": ""RIGNIEUX-LE-FRANC"", ""state"": ""AIN""}"
romans01400@gmail.com,ROMANS,"{""nom_commune"": ""ROMANS"", ""departement_numero"": ""1"", ""zipcode"": ""01400"", ""population_commune"": ""590"", ""code_insee"": ""1328"", ""city"": ""ROMANS"", ""state"": ""AIN""}"
mairie.romans884@orange.fr,ROMANS,"{""nom_commune"": ""ROMANS"", ""departement_numero"": ""79"", ""zipcode"": ""79260"", ""population_commune"": ""590"", ""code_insee"": ""1328"", ""city"": ""ROMANS"", ""state"": ""AIN""}"
mairierossillon@wanadoo.fr,ROSSILLON,"{""nom_commune"": ""ROSSILLON"", ""departement_numero"": ""1"", ""zipcode"": ""01510"", ""population_commune"": ""150"", ""code_insee"": ""1329"", ""city"": ""ROSSILLON"", ""state"": ""AIN""}"
mairie.st.alban@orange.fr,SAINT-ALBAN,"{""nom_commune"": ""SAINT-ALBAN"", ""departement_numero"": ""1"", ""zipcode"": ""01450"", ""population_commune"": ""164"", ""code_insee"": ""1331"", ""city"": ""SAINT-ALBAN"", ""state"": ""AIN""}"
mairie@saintalban.fr,SAINT-ALBAN,"{""nom_commune"": ""SAINT-ALBAN"", ""departement_numero"": ""22"", ""zipcode"": ""22400"", ""population_commune"": ""164"", ""code_insee"": ""1331"", ""city"": ""SAINT-ALBAN"", ""state"": ""AIN""}"
accueil@mairie-stalban.fr,SAINT-ALBAN,"{""nom_commune"": ""SAINT-ALBAN"", ""departement_numero"": ""31"", ""zipcode"": ""31140"", ""population_commune"": ""164"", ""code_insee"": ""1331"", ""city"": ""SAINT-ALBAN"", ""state"": ""AIN""}"
mairie@saintandredebage.fr,SAINT-ANDRÉ-DE-BÂGÉ,"{""nom_commune"": ""SAINT-ANDRÉ-DE-BÂGÉ"", ""departement_numero"": ""1"", ""zipcode"": ""01380"", ""population_commune"": ""669"", ""code_insee"": ""1332"", ""city"": ""SAINT-ANDRÉ-DE-BÂGÉ"", ""state"": ""AIN""}"
accueil@saintandredecorcy.fr,SAINT-ANDRÉ-DE-CORCY,"{""nom_commune"": ""SAINT-ANDRÉ-DE-CORCY"", ""departement_numero"": ""1"", ""zipcode"": ""01390"", ""population_commune"": ""2975"", ""code_insee"": ""1333"", ""city"": ""SAINT-ANDRÉ-DE-CORCY"", ""state"": ""AIN""}"
mairiesaintandre@wanadoo.fr,SAINT-ANDRÉ-D'HUIRIAT,"{""nom_commune"": ""SAINT-ANDRÉ-D'HUIRIAT"", ""departement_numero"": ""1"", ""zipcode"": ""01290"", ""population_commune"": ""541"", ""code_insee"": ""1334"", ""city"": ""SAINT-ANDRÉ-D'HUIRIAT"", ""state"": ""AIN""}"
mairie-sta-bouchoux@adeli.biz,SAINT-ANDRÉ-LE-BOUCHOUX,"{""nom_commune"": ""SAINT-ANDRÉ-LE-BOUCHOUX"", ""departement_numero"": ""1"", ""zipcode"": ""01240"", ""population_commune"": ""327"", ""code_insee"": ""1335"", ""city"": ""SAINT-ANDRÉ-LE-BOUCHOUX"", ""state"": ""AIN""}"
st-andre-sur-vieux-jonc@ca3b.fr,SAINT-ANDRÉ-SUR-VIEUX-JONC,"{""nom_commune"": ""SAINT-ANDRÉ-SUR-VIEUX-JONC"", ""departement_numero"": ""1"", ""zipcode"": ""01960"", ""population_commune"": ""1091"", ""code_insee"": ""1336"", ""city"": ""SAINT-ANDRÉ-SUR-VIEUX-JONC"", ""state"": ""AIN""}"
stbenigne01@orange.fr,SAINT-BÉNIGNE,"{""nom_commune"": ""SAINT-BÉNIGNE"", ""departement_numero"": ""1"", ""zipcode"": ""01190"", ""population_commune"": ""1185"", ""code_insee"": ""1337"", ""city"": ""SAINT-BÉNIGNE"", ""state"": ""AIN""}"
contact@saintbenoit04.fr,SAINT-BENOÎT,"{""nom_commune"": ""SAINT-BENOÎT"", ""departement_numero"": ""4"", ""zipcode"": ""04240"", ""population_commune"": ""792"", ""code_insee"": ""1338"", ""city"": ""SAINT-BENOÎT"", ""state"": ""AIN""}"
communestbenoit@orange.fr,SAINT-BENOÎT,"{""nom_commune"": ""SAINT-BENOÎT"", ""departement_numero"": ""11"", ""zipcode"": ""11230"", ""population_commune"": ""792"", ""code_insee"": ""1338"", ""city"": ""SAINT-BENOÎT"", ""state"": ""AIN""}"
contact@saintbenoit86.fr,SAINT-BENOÎT,"{""nom_commune"": ""SAINT-BENOÎT"", ""departement_numero"": ""86"", ""zipcode"": ""86280"", ""population_commune"": ""792"", ""code_insee"": ""1338"", ""city"": ""SAINT-BENOÎT"", ""state"": ""AIN""}"
communication@ville-saintbenoit.re,SAINT-BENOÎT,"{""nom_commune"": ""SAINT-BENOÎT"", ""departement_numero"": ""97"", ""zipcode"": ""97470"", ""population_commune"": ""792"", ""code_insee"": ""1338"", ""city"": ""SAINT-BENOÎT"", ""state"": ""AIN""}"
mairie@mairie-saint-bernard.fr,SAINT-BERNARD,"{""nom_commune"": ""SAINT-BERNARD"", ""departement_numero"": ""1"", ""zipcode"": ""01600"", ""population_commune"": ""1386"", ""code_insee"": ""1339"", ""city"": ""SAINT-BERNARD"", ""state"": ""AIN""}"
mairiesaint-bernard@wanadoo.fr,SAINT-BERNARD,"{""nom_commune"": ""SAINT-BERNARD"", ""departement_numero"": ""21"", ""zipcode"": ""21700"", ""population_commune"": ""1386"", ""code_insee"": ""1339"", ""city"": ""SAINT-BERNARD"", ""state"": ""AIN""}"
infos@saint-bernard68.fr,SAINT-BERNARD,"{""nom_commune"": ""SAINT-BERNARD"", ""departement_numero"": ""68"", ""zipcode"": ""68720"", ""population_commune"": ""1386"", ""code_insee"": ""1339"", ""city"": ""SAINT-BERNARD"", ""state"": ""AIN""}"
ville-saintecroix@wanadoo.fr,SAINTE-CROIX,"{""nom_commune"": ""SAINTE-CROIX"", ""departement_numero"": ""1"", ""zipcode"": ""01120"", ""population_commune"": ""530"", ""code_insee"": ""1342"", ""city"": ""SAINTE-CROIX"", ""state"": ""AIN""}"
commune.saintecroix@orange.fr,SAINTE-CROIX,"{""nom_commune"": ""SAINTE-CROIX"", ""departement_numero"": ""2"", ""zipcode"": ""02820"", ""population_commune"": ""530"", ""code_insee"": ""1342"", ""city"": ""SAINTE-CROIX"", ""state"": ""AIN""}"
mairie-ste-croix@orange.fr,SAINTE-CROIX,"{""nom_commune"": ""SAINTE-CROIX"", ""departement_numero"": ""12"", ""zipcode"": ""12260"", ""population_commune"": ""530"", ""code_insee"": ""1342"", ""city"": ""SAINTE-CROIX"", ""state"": ""AIN""}"
mairiedesaintecroix@orange.fr,SAINTE-CROIX,"{""nom_commune"": ""SAINTE-CROIX"", ""departement_numero"": ""26"", ""zipcode"": ""26150"", ""population_commune"": ""530"", ""code_insee"": ""1342"", ""city"": ""SAINTE-CROIX"", ""state"": ""AIN""}"
mairiedesaintecroix.tarn@orange.fr,SAINTE-CROIX,"{""nom_commune"": ""SAINTE-CROIX"", ""departement_numero"": ""81"", ""zipcode"": ""81150"", ""population_commune"": ""530"", ""code_insee"": ""1342"", ""city"": ""SAINTE-CROIX"", ""state"": ""AIN""}"
accueil@saintcyrsurmenthon.fr,SAINT-CYR-SUR-MENTHON,"{""nom_commune"": ""SAINT-CYR-SUR-MENTHON"", ""departement_numero"": ""1"", ""zipcode"": ""01380"", ""population_commune"": ""1674"", ""code_insee"": ""1343"", ""city"": ""SAINT-CYR-SUR-MENTHON"", ""state"": ""AIN""}"
mairie@stdenislesbourg.fr,SAINT-DENIS-LÈS-BOURG,"{""nom_commune"": ""SAINT-DENIS-LÈS-BOURG"", ""departement_numero"": ""1"", ""zipcode"": ""01000"", ""population_commune"": ""5492"", ""code_insee"": ""1344"", ""city"": ""SAINT-DENIS-LÈS-BOURG"", ""state"": ""AIN""}"
secretariat@mairie-stdenis.fr,SAINT-DENIS-EN-BUGEY,"{""nom_commune"": ""SAINT-DENIS-EN-BUGEY"", ""departement_numero"": ""1"", ""zipcode"": ""01500"", ""population_commune"": ""2154"", ""code_insee"": ""1345"", ""city"": ""SAINT-DENIS-EN-BUGEY"", ""state"": ""AIN""}"
mairie@saint-didier-daussiat.com,SAINT-DIDIER-D'AUSSIAT,"{""nom_commune"": ""SAINT-DIDIER-D'AUSSIAT"", ""departement_numero"": ""1"", ""zipcode"": ""01340"", ""population_commune"": ""876"", ""code_insee"": ""1346"", ""city"": ""SAINT-DIDIER-D'AUSSIAT"", ""state"": ""AIN""}"
contact@saintdidierdeformans.fr,SAINT-DIDIER-DE-FORMANS,"{""nom_commune"": ""SAINT-DIDIER-DE-FORMANS"", ""departement_numero"": ""1"", ""zipcode"": ""01600"", ""population_commune"": ""1775"", ""code_insee"": ""1347"", ""city"": ""SAINT-DIDIER-DE-FORMANS"", ""state"": ""AIN""}"
mairie@st-didier-chalaronne.org,SAINT-DIDIER-SUR-CHALARONNE,"{""nom_commune"": ""SAINT-DIDIER-SUR-CHALARONNE"", ""departement_numero"": ""1"", ""zipcode"": ""01140"", ""population_commune"": ""2768"", ""code_insee"": ""1348"", ""city"": ""SAINT-DIDIER-SUR-CHALARONNE"", ""state"": ""AIN""}"
mairie@sainte-euphemie.fr,SAINTE-EUPHÉMIE,"{""nom_commune"": ""SAINTE-EUPHÉMIE"", ""departement_numero"": ""1"", ""zipcode"": ""01600"", ""population_commune"": ""1531"", ""code_insee"": ""1353"", ""city"": ""SAINTE-EUPHÉMIE"", ""state"": ""AIN""}"
mairie@saint-genis-pouilly.fr,SAINT-GENIS-POUILLY,"{""nom_commune"": ""SAINT-GENIS-POUILLY"", ""departement_numero"": ""1"", ""zipcode"": ""01630"", ""population_commune"": ""9186"", ""code_insee"": ""1354"", ""city"": ""SAINT-GENIS-POUILLY"", ""state"": ""AIN""}"
mairiesaintgenissurmenthon@gmail.com,SAINT-GENIS-SUR-MENTHON,"{""nom_commune"": ""SAINT-GENIS-SUR-MENTHON"", ""departement_numero"": ""1"", ""zipcode"": ""01380"", ""population_commune"": ""428"", ""code_insee"": ""1355"", ""city"": ""SAINT-GENIS-SUR-MENTHON"", ""state"": ""AIN""}"
st-georges-sur-renon@wanadoo.fr,SAINT-GEORGES-SUR-RENON,"{""nom_commune"": ""SAINT-GEORGES-SUR-RENON"", ""departement_numero"": ""1"", ""zipcode"": ""01400"", ""population_commune"": ""203"", ""code_insee"": ""1356"", ""city"": ""SAINT-GEORGES-SUR-RENON"", ""state"": ""AIN""}"
mairie@saintgermaindejoux.fr,SAINT-GERMAIN-DE-JOUX,"{""nom_commune"": ""SAINT-GERMAIN-DE-JOUX"", ""departement_numero"": ""1"", ""zipcode"": ""01130"", ""population_commune"": ""477"", ""code_insee"": ""1357"", ""city"": ""SAINT-GERMAIN-DE-JOUX"", ""state"": ""AIN""}"
mairie-st-germain-les-paroisses@wanadoo.fr,SAINT-GERMAIN-LES-PAROISSES,"{""nom_commune"": ""SAINT-GERMAIN-LES-PAROISSES"", ""departement_numero"": ""1"", ""zipcode"": ""01300"", ""population_commune"": ""397"", ""code_insee"": ""1358"", ""city"": ""SAINT-GERMAIN-LES-PAROISSES"", ""state"": ""AIN""}"
mairiestgermain@wanadoo.fr,SAINT-GERMAIN-SUR-RENON,"{""nom_commune"": ""SAINT-GERMAIN-SUR-RENON"", ""departement_numero"": ""1"", ""zipcode"": ""01240"", ""population_commune"": ""233"", ""code_insee"": ""1359"", ""city"": ""SAINT-GERMAIN-SUR-RENON"", ""state"": ""AIN""}"
mairie@stjeandegonville.fr,SAINT-JEAN-DE-GONVILLE,"{""nom_commune"": ""SAINT-JEAN-DE-GONVILLE"", ""departement_numero"": ""1"", ""zipcode"": ""01630"", ""population_commune"": ""1498"", ""code_insee"": ""1360"", ""city"": ""SAINT-JEAN-DE-GONVILLE"", ""state"": ""AIN""}"
contact@saintjeandeniost.fr,SAINT-JEAN-DE-NIOST,"{""nom_commune"": ""SAINT-JEAN-DE-NIOST"", ""departement_numero"": ""1"", ""zipcode"": ""01800"", ""population_commune"": ""1429"", ""code_insee"": ""1361"", ""city"": ""SAINT-JEAN-DE-NIOST"", ""state"": ""AIN""}"
mairie@saint-jean-de-thurigneux.fr,SAINT-JEAN-DE-THURIGNEUX,"{""nom_commune"": ""SAINT-JEAN-DE-THURIGNEUX"", ""departement_numero"": ""1"", ""zipcode"": ""01390"", ""population_commune"": ""757"", ""code_insee"": ""1362"", ""city"": ""SAINT-JEAN-DE-THURIGNEUX"", ""state"": ""AIN""}"
contact@saintjeanlevieux01.fr,SAINT-JEAN-LE-VIEUX,"{""nom_commune"": ""SAINT-JEAN-LE-VIEUX"", ""departement_numero"": ""1"", ""zipcode"": ""01640"", ""population_commune"": ""1606"", ""code_insee"": ""1363"", ""city"": ""SAINT-JEAN-LE-VIEUX"", ""state"": ""AIN""}"
mairie@saintjeanlevieux.fr,SAINT-JEAN-LE-VIEUX,"{""nom_commune"": ""SAINT-JEAN-LE-VIEUX"", ""departement_numero"": ""38"", ""zipcode"": ""38420"", ""population_commune"": ""1606"", ""code_insee"": ""1363"", ""city"": ""SAINT-JEAN-LE-VIEUX"", ""state"": ""AIN""}"
mairie@saintjeanlevieux64.fr,SAINT-JEAN-LE-VIEUX,"{""nom_commune"": ""SAINT-JEAN-LE-VIEUX"", ""departement_numero"": ""64"", ""zipcode"": ""64220"", ""population_commune"": ""1606"", ""code_insee"": ""1363"", ""city"": ""SAINT-JEAN-LE-VIEUX"", ""state"": ""AIN""}"
mairiestjean-reyssouze@wanadoo.fr,SAINT-JEAN-SUR-REYSSOUZE,"{""nom_commune"": ""SAINT-JEAN-SUR-REYSSOUZE"", ""departement_numero"": ""1"", ""zipcode"": ""01560"", ""population_commune"": ""738"", ""code_insee"": ""1364"", ""city"": ""SAINT-JEAN-SUR-REYSSOUZE"", ""state"": ""AIN""}"
accueil@mairie-saintjeansurveyle.com,SAINT-JEAN-SUR-VEYLE,"{""nom_commune"": ""SAINT-JEAN-SUR-VEYLE"", ""departement_numero"": ""1"", ""zipcode"": ""01290"", ""population_commune"": ""1087"", ""code_insee"": ""1365"", ""city"": ""SAINT-JEAN-SUR-VEYLE"", ""state"": ""AIN""}"
mairie@saintejulie.fr,SAINTE-JULIE,"{""nom_commune"": ""SAINTE-JULIE"", ""departement_numero"": ""1"", ""zipcode"": ""01150"", ""population_commune"": ""912"", ""code_insee"": ""1366"", ""city"": ""SAINTE-JULIE"", ""state"": ""AIN""}"
mairiejulienreyssouze@orange.fr,SAINT-JULIEN-SUR-REYSSOUZE,"{""nom_commune"": ""SAINT-JULIEN-SUR-REYSSOUZE"", ""departement_numero"": ""1"", ""zipcode"": ""01560"", ""population_commune"": ""709"", ""code_insee"": ""1367"", ""city"": ""SAINT-JULIEN-SUR-REYSSOUZE"", ""state"": ""AIN""}"
mairiedesaintjuliensurveyle@gmail.com,SAINT-JULIEN-SUR-VEYLE,"{""nom_commune"": ""SAINT-JULIEN-SUR-VEYLE"", ""departement_numero"": ""1"", ""zipcode"": ""01540"", ""population_commune"": ""727"", ""code_insee"": ""1368"", ""city"": ""SAINT-JULIEN-SUR-VEYLE"", ""state"": ""AIN""}"
mairie@saintjust01.fr,SAINT-JUST,"{""nom_commune"": ""SAINT-JUST"", ""departement_numero"": ""1"", ""zipcode"": ""01250"", ""population_commune"": ""883"", ""code_insee"": ""1369"", ""city"": ""SAINT-JUST"", ""state"": ""AIN""}"
